매물번호,보증금,월세,층,위도,경도,주소,지하철역_거리(m),세탁소_거리(m),카페_거리(m),약국_거리(m),대형마트_거리(m),편의점_거리(m),버스정류장_거리(m),지하철역_도보(분),노후도
47578802,100,25,3,35.8379795561608,128.758420107382,경상북도 경산시 조영동,536,381,73,155,2138,137,235,7,14
47578255,200,31,1,35.8398698692778,128.752121022971,경상북도 경산시 조영동,405,156,139,322,1681,46,206,5,27
47577645,300,37,2,35.8425554903905,128.759378184807,경상북도 경산시 압량읍 부적리,913,26,151,247,2400,106,67,11,10
47577569,150,27,3,35.8408197089065,128.755382805088,경상북도 경산시 조영동,554,92,45,202,1992,41,133,7,11
47577395,200,27,1,35.8389809379283,128.754144629484,경상북도 경산시 조영동,322,52,30,118,1807,63,222,4,24
47575928,100,17,2,35.8379467530967,128.759386611555,경상북도 경산시 조영동,617,463,21,201,2222,76,237,8,37
47575912,3500,0,3,35.8430564188446,128.75104597843594,경상북도 경산시 임당동,771,379,111,648,1793,95,103,10,18
47575892,150,32,2,35.8392444310931,128.751710960439,경상북도 경산시 대동,346,174,130,296,1617,45,280,4,17
47574867,300,32,4,35.8409652299403,128.755439023677,경상북도 경산시 조영동,571,78,55,207,2003,38,134,7,5
47574586,200,30,1,35.83965570725316,128.75239663753862,경상북도 경산시 조영동,378,123,108,288,1693,32,205,5,26
47571180,200,35,2,35.8405402920606,128.753542504211,경상북도 경산시 조영동,478,149,93,292,1829,127,65,6,26
47570984,100,30,2,35.8405315896811,128.754089246444,경상북도 경산시 조영동,486,137,57,272,1873,154,63,6,25
47570927,200,34,2,35.8382642382997,128.750483351361,경상북도 경산시 대동,308,303,116,302,1472,18,330,4,11
47570277,200,25,3,35.840345544790175,128.755758483703,경상북도 경산시 조영동,523,153,23,146,2000,58,184,7,15
47569577,100,25,1,35.8413301146988,128.751826221106,경상북도 경산시 임당동,570,287,209,452,1739,55,185,7,25
47569529,70,16,1,35.8411134757347,128.752141960586,경상북도 경산시 임당동,542,252,224,415,1750,18,155,7,26
47569048,100,20,2,35.839984278048,128.752821423437,경상북도 경산시 조영동,412,114,89,281,1744,85,152,5,27
47569015,200,28,3,35.8388961375337,128.754243691486,경상북도 경산시 조영동,317,58,42,105,1812,73,215,4,27
47567041,300,31,3,35.841507849885105,128.7583561188615,경상북도 경산시 압량읍 부적리,764,155,92,145,2267,36,60,10,14
47566397,100,20,3,35.8385547521831,128.7537958261,경상북도 경산시 조영동,267,74,55,119,1761,64,173,3,25
47558994,100,20,4,35.8398577816398,128.756361616046,경상북도 경산시 조영동,508,172,65,79,2029,63,164,6,13
47557637,200,25,2,35.8402433794735,128.756656975568,경상북도 경산시 조영동,558,206,23,72,2070,101,130,7,14
47557618,200,28,2,35.8401738381707,128.756716863726,경상북도 경산시 조영동,556,215,19,63,2072,102,125,7,13
47556577,100,30,3,35.8383798984353,128.754983091078,경상북도 경산시 조영동,302,115,20,19,1855,144,179,4,19
47556456,100,29,3,35.8390759800663,128.753461241684,경상북도 경산시 조영동,316,21,32,172,1754,2,224,4,24
47556406,70,21,3,35.8408015099694,128.75388325596,경상북도 경산시 조영동,512,146,92,306,1870,145,30,6,25
47556374,200,31,2,35.8388614533287,128.753619644237,경상북도 경산시 조영동,295,38,27,147,1758,27,208,4,25
47556174,200,28,3,35.8379810484763,128.753082894221,경상북도 경산시 대동,191,145,37,110,1678,68,127,2,26
47555952,200,27,1,35.8430103122189,128.753706453475,경상북도 경산시 조영동,753,201,240,478,1983,132,209,9,25
47555786,100,24,2,35.8374737169342,128.75181633051,경상북도 경산시 대동,163,253,67,153,1552,79,186,2,18
47555682,100,29,3,35.8431335643338,128.752658205491,경상북도 경산시 임당동,763,279,248,555,1913,139,245,10,25
47555652,500,46,4,35.8400068316197,128.756577056597,경상북도 경산시 조영동,533,196,40,64,2053,87,141,7,20
47555225,150,27,2,35.838369958887,128.757900399051,경상북도 경산시 조영동,511,321,123,106,2105,163,209,6,14
47555072,200,37,2,35.8398192414947,128.755083308001,경상북도 경산시 조영동,442,70,46,178,1921,54,177,6,12
47554534,100,27,2,35.8377223548954,128.759012471786,경상북도 경산시 조영동,578,441,43,202,2183,115,259,7,19
47553448,300,28,3,35.8425863621595,128.758937612332,경상북도 경산시 압량읍 부적리,890,65,174,271,2366,97,106,11,9
47552062,200,30,2,35.838827603984,128.754715952571,경상북도 경산시 조영동,329,61,63,74,1849,117,219,4,11
47550905,200,30,3,35.8397077526845,128.758775657962,경상북도 경산시 압량읍 부적리,656,314,116,70,2226,46,40,8,10
47549630,100,22,1,35.8402118161182,128.752561707738,경상북도 경산시 조영동,438,148,123,315,1734,89,151,5,24
47549165,100,30,2,35.8391409857955,128.752495428901,경상북도 경산시 조영동,320,103,66,248,1677,48,247,4,24
47549026,100,30,2,35.8382991950801,128.754091989617,경상북도 경산시 조영동,251,109,43,87,1776,102,147,3,28
47548992,150,23,1,35.8401962786315,128.752786690186,경상북도 경산시 조영동,436,134,107,300,1751,99,137,5,26
47548901,200,25,2,35.8391162251672,128.751771111457,경상북도 경산시 대동,331,169,116,282,1616,50,287,4,17
47548813,200,25,4,35.8387121922086,128.751521744344,경상북도 경산시 대동,296,199,74,265,1577,78,280,4,14
47547462,100,30,1,35.8389436318998,128.758964296994,경상북도 경산시 조영동,625,394,99,101,2215,57,123,8,11
47547451,70,19,2,35.84035080031026,128.75515212652513,경상북도 경산시 조영동,498,123,25,198,1951,83,139,6,24
47546015,200,36,2,35.8392730233987,128.750868403338,경상북도 경산시 대동,378,250,155,351,1551,116,335,5,10
47545932,200,30,2,35.840366392,128.754282048211,경상북도 경산시 조영동,473,115,33,249,1880,144,87,6,20
47545655,200,28,2,35.8397707966362,128.751369721666,경상북도 경산시 대동,411,214,188,362,1616,77,267,5,15
47542572,300,48,3,35.8389536453154,128.757300952725,경상북도 경산시 조영동,499,252,90,71,2073,90,166,6,8
47540962,100,30,2,35.8397479989824,128.753278711618,경상북도 경산시 조영동,388,69,41,233,1769,78,156,5,23
47538072,150,28,2,35.83881818767316,128.75470667036274,경상북도 경산시 조영동,328,62,63,74,1848,116,218,4,11
47536129,200,35,2,35.8381181814194,128.752892687269,경상북도 경산시 대동,205,138,60,132,1667,48,149,3,9
47535228,200,26,4,35.8399538443085,128.759742146958,경상북도 경산시 압량읍 부적리,743,277,48,133,2318,79,73,9,9
47535035,150,33,2,35.8378024582009,128.754433967554,경상북도 경산시 조영동,221,172,14,72,1788,63,103,3,29
47535014,100,32,2,35.8395320698366,128.751068100556,경상북도 경산시 대동,396,235,173,358,1580,97,304,5,19
47533224,150,26,2,35.8397815652292,128.7522565321,경상북도 경산시 조영동,393,140,124,306,1688,38,203,5,27
47533131,100,26,1,35.84301041525571,128.75370557036155,경상북도 경산시 조영동,753,201,240,478,1983,132,209,9,25
47533045,100,27,2,35.840135935265444,128.7570287810217,경상북도 경산시 조영동,571,238,16,42,2096,87,98,7,10
47532970,200,35,3,35.838894794208755,128.75513775070092,경상북도 경산시 조영동,356,74,53,76,1887,105,237,4,11
47532728,200,31,2,35.8391661800242,128.754954929831,경상북도 경산시 조영동,373,42,86,106,1883,91,233,5,14
47532617,200,29,3,35.8394034958628,128.756597837356,경상북도 경산시 조영동,484,184,33,73,2030,33,168,6,10
47532349,200,35,1,35.8393211364746,128.7531585693364,경상북도 경산시 조영동,340,45,42,210,1740,39,204,4,26
47529816,200,30,3,35.8388276039833,128.754715952571,경상북도 경산시 조영동,329,61,63,74,1849,117,219,4,11
47529417,100,30,3,35.8383920013254,128.750836975363,경상북도 경산시 대동,297,268,89,284,1507,51,309,4,13
47529038,100,25,4,35.8425461374421,128.758576814559,경상북도 경산시 압량읍 부적리,867,96,191,261,2335,95,138,11,13
47516733,200,30,3,35.8385159458577,128.752589467889,경상북도 경산시 대동,250,122,43,184,1658,15,201,3,22
47515701,150,30,1,35.8388113370622,128.754342753277,경상북도 경산시 조영동,312,64,54,92,1817,85,207,4,27
47508463,100,28,3,35.8401817579736,128.757037981394,경상북도 경산시 조영동,575,235,14,46,2099,82,97,7,8
47508409,200,27,1,35.8400917746221,128.759578193488,경상북도 경산시 압량읍 부적리,740,261,42,116,2309,83,58,9,12
47508003,100,27,3,35.8379795561601,128.758420107383,경상북도 경산시 조영동,536,381,73,155,2138,137,235,7,14
47507096,100,20,1,35.8379810484756,128.753082894221,경상북도 경산시 대동,191,145,37,110,1678,68,127,2,26
47506636,100,25,4,35.838713082922176,128.75153482277014,경상북도 경산시 대동,296,197,73,265,1578,77,279,4,14
47506149,70,18,2,35.8376695213169,128.751371994115,경상북도 경산시 대동,205,266,52,199,1522,81,231,3,30
47505834,200,30,3,35.8393880693448,128.752823133119,경상북도 경산시 조영동,346,76,69,239,1715,62,209,4,25
47504791,200,36,2,35.83688911542993,128.75228265621152,경상북도 경산시 대동,86,285,49,94,1573,109,137,1,10
47503243,70,18,2,35.8376689792033,128.751372092862,경상북도 경산시 대동,205,266,52,199,1522,81,231,3,30
47502402,100,30,3,35.8383798984346,128.754983091078,경상북도 경산시 조영동,302,115,20,19,1855,144,179,4,19
47501403,50,16,2,35.8415993935705,128.751756665469,경상북도 경산시 임당동,600,305,186,479,1750,83,198,8,25
47501399,100,23,2,35.8428437694685,128.754380220341,경상북도 경산시 조영동,743,152,177,425,2023,152,193,9,25
47501390,50,16,2,35.8406460070974,128.755059692022,경상북도 경산시 조영동,525,109,58,218,1957,74,113,7,24
47501387,200,30,2,35.840881748899,128.753960832477,경상북도 경산시 조영동,522,135,97,312,1880,135,23,7,25
47497621,100,30,3,35.8393289124989,128.752541949718,경상북도 경산시 조영동,341,100,80,258,1689,39,227,4,27
47487591,200,38,3,35.837686182582,128.75208339349,경상북도 경산시 대동,172,219,53,147,1583,52,173,2,19
47484911,100,21,1,35.8408589934819,128.753735669256,경상북도 경산시 조영동,516,153,105,317,1861,133,26,6,26
47484908,200,28,3,35.8401294702457,128.752455534076,경상북도 경산시 조영동,430,148,125,316,1721,80,164,5,26
47484904,200,30,3,35.8395527876085,128.756802879509,경상북도 경산시 조영동,509,204,58,48,2053,58,143,6,11
47484900,100,19,1,35.8388421989605,128.754913595436,경상북도 경산시 조영동,340,66,53,71,1866,121,225,4,26
47484891,200,36,1,35.8395802688629,128.752860895366,경상북도 경산시 조영동,367,82,66,249,1727,67,188,5,26
47484889,100,23,2,35.8396437468102,128.755117290019,경상북도 경산시 조영동,426,60,62,159,1916,52,195,5,18
47484886,100,25,3,35.8409482277562,128.752233391937,경상북도 경산시 임당동,522,232,204,396,1748,2,147,7,25
47484885,100,21,3,35.8399842780487,128.752821423436,경상북도 경산시 조영동,412,114,89,281,1744,85,152,5,27
47484880,150,28,3,35.839797029903,128.752944572847,경상북도 경산시 조영동,391,91,67,259,1744,82,164,5,27
47484803,200,32,3,35.8396356372135,128.759565129027,경상북도 경산시 압량읍 부적리,711,312,87,131,2291,44,73,9,8
47484106,100,23,2,35.8432223277009,128.754651964021,경상북도 경산시 조영동,789,183,167,446,2067,183,240,10,23
47484095,200,31,2,35.8394751077968,128.752725003588,경상북도 경산시 조영동,356,88,77,252,1711,53,204,4,24
47483892,100,18,3,35.8384280556348,128.757236901207,경상북도 경산시 조영동,462,263,73,118,2050,116,222,6,54
47483533,200,30,2,35.8385240270355,128.758634759051,경상북도 경산시 조영동,578,379,73,109,2173,102,171,7,12
47481794,100,27,1,35.83898822610862,128.7529352950363,경상북도 경산시 조영동,302,68,31,209,1706,48,234,4,26
47480533,200,30,3,35.83951247128831,128.75084854474608,경상북도 경산시 대동,403,254,179,371,1561,116,322,5,15
47479023,200,28,3,35.8400589135422,128.756077977503,경상북도 경산시 조영동,511,158,62,108,2014,51,184,6,12
47476094,100,30,4,35.8383080641445,128.757499191897,경상북도 경산시 조영동,476,290,97,120,2068,142,228,6,11
47475961,70,18,1,35.8430591257438,128.750328426971,경상북도 경산시 임당동,788,317,68,686,1743,46,49,10,21
47475854,150,25,1,35.84071350097656,128.75602722168014,경상북도 경산시 조영동,570,129,30,149,2039,24,192,7,12
47475803,50,15,2,35.8429379920893,128.75505508234,경상북도 경산시 조영동,767,146,121,400,2080,146,223,10,24
47475685,100,23,2,35.8387477725653,128.757877639193,경상북도 경산시 조영동,529,307,137,64,2115,137,173,7,15
47475585,50,13,3,35.8429379920886,128.755055082341,경상북도 경산시 조영동,767,146,121,400,2080,146,223,10,24
47475530,100,25,3,35.83876419067383,128.7578735351567,경상북도 경산시 조영동,530,307,137,62,2116,137,172,7,15
47473281,200,30,2,35.83790430536353,128.75335853655105,경상북도 경산시 대동,187,147,19,91,1699,85,108,2,24
47473274,200,30,2,35.8379068628082,128.753393231573,경상북도 경산시 대동,188,146,20,90,1702,83,107,2,24
47472042,100,28,3,35.8381491845981,128.751502171386,경상북도 경산시 대동,241,226,24,220,1551,49,243,3,23
47471028,200,35,2,35.8404790818798,128.75660982676,경상북도 경산시 조영동,577,184,37,94,2076,82,136,7,9
47469615,100,23,3,35.8411683218776,128.752002061001,경상북도 경산시 임당동,549,264,232,428,1743,31,168,7,24
47469547,100,24,1,35.8413136850571,128.7514017659,경상북도 경산시 임당동,575,309,182,476,1705,85,194,7,24
47468864,70,15,3,35.843329693224355,128.7525748674593,경상북도 경산시 임당동,785,299,248,575,1920,162,243,10,21
47468287,100,30,2,35.8391409857947,128.752495428901,경상북도 경산시 조영동,320,103,66,248,1677,48,247,4,24
47467869,200,36,2,35.8384572156592,128.751716667668,경상북도 경산시 대동,263,192,42,232,1582,45,248,3,12
47467446,200,38,3,35.8403106927139,128.756558414277,경상북도 경산시 조영동,559,194,32,83,2065,90,139,7,10
47465555,50,15,3,35.842727222319,128.754555173491,경상북도 경산시 조영동,733,133,159,405,2030,133,184,9,24
47459866,150,30,3,35.8402857670629,128.753193823108,경상북도 경산시 조영동,447,127,97,284,1789,115,106,6,27
47458193,100,29,3,35.8387129077117,128.754214977277,경상북도 경산시 조영동,297,75,52,93,1802,79,194,4,26
47458119,100,25,1,35.8396757827124,128.751891320114,경상북도 경산시 조영동,388,166,146,328,1653,33,235,5,24
47457248,200,30,2,35.8394036377066,128.759574723052,경상북도 경산시 압량읍 부적리,698,338,111,146,2283,39,92,9,29
47451719,150,25,2,35.83977460595,128.751368034711,경상북도 경산시 대동,411,214,189,362,1616,78,267,5,15
47451449,400,40,2,35.840254898631,128.754444159127,경상북도 경산시 조영동,465,100,18,233,1888,125,105,6,24
47450199,100,23,3,35.839574379552445,128.75228860583343,경상북도 경산시 조영동,370,128,115,291,1680,19,218,5,26
47450147,100,25,2,35.8392456786841,128.752638724298,경상북도 경산시 조영동,331,90,68,245,1693,51,230,4,27
47450056,70,22,3,35.8394085706487,128.75306085859,경상북도 경산시 조영동,349,57,47,223,1736,52,198,4,25
47450005,100,23,2,35.83857217303779,128.7540283907432,경상북도 경산시 조영동,276,79,56,100,1781,75,176,3,25
47449999,100,23,2,35.84033082941843,128.75454521351983,경상북도 경산시 조영동,476,108,29,239,1900,122,103,6,24
47449856,200,28,1,35.8406028435541,128.753992208087,경상북도 경산시 조영동,492,147,68,282,1869,154,53,6,26
47449698,150,28,4,35.83908753303081,128.75477457810248,경상북도 경산시 조영동,357,36,83,100,1864,109,235,4,58
47449626,100,25,3,35.8401962786308,128.752786690187,경상북도 경산시 조영동,436,134,107,300,1751,99,137,5,26
47449621,200,35,2,35.8387121160599,128.752515652388,경상북도 경산시 대동,273,115,43,206,1660,29,223,3,24
47449604,50,15,3,35.8431742483161,128.755358555563,경상북도 경산시 조영동,799,173,111,411,2117,170,259,10,24
47449596,150,28,3,35.8425632535581,128.753392368451,경상북도 경산시 조영동,701,189,263,463,1932,75,166,9,25
47449578,100,20,2,35.8381154476721,128.754728152999,경상북도 경산시 조영동,265,139,21,31,1824,107,143,3,17
47449573,100,22,1,35.8402118161175,128.752561707738,경상북도 경산시 조영동,438,148,123,315,1734,89,151,5,24
47449565,70,15,3,35.843278166185975,128.75067013383864,경상북도 경산시 임당동,803,340,104,687,1782,84,88,10,18
47449528,150,30,2,35.8399392915937,128.754434108685,경상북도 경산시 조영동,431,66,17,199,1873,114,136,5,13
47449516,100,19,2,35.8434321101939,128.75864529571,경상북도 경산시 압량읍 부적리,951,142,176,355,2387,33,142,12,10
47449472,100,27,2,35.839548947749726,128.75106625821826,경상북도 경산시 대동,398,235,175,360,1581,97,303,5,19
47449444,100,27,3,35.83853659411959,128.7527615679409,경상북도 경산시 대동,251,108,29,178,1673,0,195,3,23
47444699,200,32,1,35.8373916178501,128.751631372461,경상북도 경산시 대동,166,271,54,165,1533,93,200,2,18
47444475,50,15,2,35.84160064025439,128.75175768894664,경상북도 경산시 임당동,600,305,186,479,1750,83,198,8,25
47440098,200,33,3,35.8387019652679,128.752093341208,경상북도 경산시 대동,278,150,76,228,1624,61,244,3,15
47436584,200,30,2,35.8380700486291,128.753004729904,경상북도 경산시 대동,200,138,49,122,1675,56,139,2,18
47427231,200,33,3,35.8379030360881,128.753359061938,경상북도 경산시 대동,186,147,19,91,1699,85,108,2,24
47423781,100,25,3,35.8379801319868,128.758768610176,경상북도 경산시 조영동,566,410,42,167,2169,110,230,7,14
47418764,200,30,4,35.8395670517361,128.756542236264,경상북도 경산시 조영동,494,181,46,68,2032,46,162,6,10
47415116,200,25,1,35.8380770370662,128.758741644323,경상북도 경산시 조영동,567,404,43,156,2169,107,220,7,15
47409584,200,39,3,35.8385243350289,128.757628464728,경상북도 경산시 조영동,497,292,109,93,2087,137,202,6,10
47409148,50,30,2,35.8383414822381,128.75138488667,경상북도 경산시 대동,265,225,44,243,1550,63,264,3,15
47405997,200,40,1,35.8395789669603,128.752004950788,경상북도 경산시 조영동,375,153,132,312,1658,18,235,5,26
47405596,200,28,2,35.8429280801075,128.755610114606,경상북도 경산시 조영동,780,151,76,377,2122,140,248,10,23
47402963,100,27,2,35.8393915726948,128.753676025275,경상북도 경산시 조영동,354,21,13,180,1786,42,187,4,25
47401642,150,30,3,35.8389100140823,128.753632665483,경상북도 경산시 조영동,301,33,23,149,1761,23,213,4,25
47401431,100,23,1,35.8418565810807,128.750346600252,경상북도 경산시 임당동,660,380,78,586,1661,83,90,8,23
47396541,500,38,4,35.8420073986666,128.756732292862,경상북도 경산시 압량읍 부적리,727,150,71,245,2160,71,215,9,9
47396205,200,30,4,35.8385072824582,128.75876907188,경상북도 경산시 조영동,588,392,63,117,2185,90,172,7,13
47391132,70,20,3,35.8419777387697,128.75150579162,경상북도 경산시 임당동,645,330,146,526,1754,40,157,8,24
47384194,200,30,3,35.8396481238657,128.750815337615,경상북도 경산시 대동,418,259,194,383,1566,121,316,5,15
47383896,200,35,2,35.8394109796639,128.756350989335,경상북도 경산시 조영동,470,162,25,91,2010,25,186,6,10
47383871,100,30,2,35.8382793327244,128.750826530884,경상북도 경산시 대동,288,274,86,277,1501,44,303,4,10
47380872,200,32,3,35.8408042922804,128.756110901091,경상북도 경산시 조영동,583,127,42,151,2050,26,188,7,9
47380807,200,29,3,35.8405882954972,128.75306269714,경상북도 경산시 조영동,480,162,132,319,1794,86,89,6,25
47380751,300,35,2,35.8383084411914,128.758945069379,경상북도 경산시 조영동,593,413,36,144,2194,79,193,7,9
47375171,200,40,2,35.83914658974855,128.7539392244491,경상북도 경산시 조영동,334,28,15,144,1797,45,214,4,22
47374786,200,32,3,35.838896137533,128.754243691486,경상북도 경산시 조영동,317,58,42,105,1812,73,215,4,27
47357098,300,30,3,35.8405578751805,128.753294767857,경상북도 경산시 조영동,478,154,113,305,1811,106,76,6,25
47345768,200,33,2,35.8393274548838,128.750769223077,경상북도 경산시 대동,388,259,165,361,1545,124,339,5,15
47338178,200,35,3,35.838213402208,128.75419113967,경상북도 경산시 조영동,247,121,32,77,1781,97,139,3,22
47323885,200,36,2,35.8373292512927,128.751143623429,경상북도 경산시 대동,194,307,10,204,1490,113,242,2,14
47291533,100,18,2,35.83841908447624,128.75833662789205,경상북도 경산시 조영동,548,357,88,107,2144,130,189,7,29
47291104,100,20,2,35.8394924999828,128.75295967281986,경상북도 경산시 조영동,358,69,56,236,1731,65,193,4,27
47265728,100,28,1,35.8394592642334,128.752137002163,경상북도 경산시 조영동,360,138,114,295,1662,0,237,4,24
47265660,150,30,2,35.839872435213685,128.75211809134353,경상북도 경산시 조영동,405,156,139,322,1681,46,206,5,27
47260407,300,34,3,35.8386210807544,128.756595744627,경상북도 경산시 조영동,426,202,32,144,2001,66,231,5,12
47258067,200,25,4,35.8379224373462,128.754239954949,경상북도 경산시 조영동,221,153,1,80,1775,67,110,3,12
47257061,100,23,1,35.8396364764134,128.755997171813,경상북도 경산시 조영동,469,134,59,113,1989,31,203,6,31
47226576,150,25,3,35.84012811592762,128.75583780006556,경상북도 경산시 조영동,506,144,46,131,1997,46,203,6,12
47221890,100,25,1,35.83968841728706,128.751883851151,경상북도 경산시 조영동,389,167,148,328,1653,34,235,5,24
47204071,200,30,1,35.8392368721204,128.753260820952,경상북도 경산시 조영동,331,34,39,197,1744,26,211,4,27
47198330,200,35,2,35.8388891117902,128.75218101222,경상북도 경산시 대동,297,136,76,239,1640,63,256,4,15
47191278,200,30,3,35.8394776528487,128.753581859678,경상북도 경산시 조영동,362,31,0,193,1782,48,179,5,25
47172496,200,20,반지하,35.8399179068708,128.753084131462,경상북도 경산시 조영동,405,94,66,259,1762,100,146,5,26
47166398,100,30,1,35.8389043000342,128.753036258949,경상북도 경산시 조영동,293,64,22,197,1711,42,223,4,25
47085571,200,40,1,35.8385164771662,128.752441848781,경상북도 경산시 대동,252,132,54,192,1645,29,208,3,22
47058469,200,39,2,35.84126662566593,128.75759822733897,경상북도 경산시 압량읍 부적리,700,225,92,134,2193,41,110,9,12
47032249,100,27,2,35.84095602720419,128.75690078594087,경상북도 경산시 압량읍 부적리,635,175,79,132,2122,63,130,8,15
47012216,200,25,2,35.838725063147,128.753598381379,경상북도 경산시 조영동,280,53,41,142,1751,40,193,4,23
47012210,100,27,3,35.8405054370424,128.752954629771,경상북도 경산시 조영동,470,157,128,317,1781,83,103,6,25
46993588,200,40,1,35.8386590653368,128.752365636803,경상북도 경산시 대동,269,130,57,209,1645,38,225,3,22
46990459,200,30,1,35.8396628321716,128.752390043449,경상북도 경산시 조영동,379,124,109,289,1693,32,205,5,26
46974170,200,47,3,35.8388823282042,128.754016849471,경상북도 경산시 조영동,308,49,26,119,1792,54,210,4,26
46956933,100,23,3,35.8411681643322,128.7520005081445,경상북도 경산시 임당동,549,264,232,428,1743,31,168,7,24
46943805,200,23,2,35.8410516495897,128.758224198577,경상북도 경산시 압량읍 부적리,718,200,42,94,2235,49,52,9,12
46923564,300,40,2,35.8394648949215,128.753344636342,경상북도 경산시 조영동,357,39,21,207,1761,46,184,4,26
46877181,200,30,3,35.839893399373,128.756267557576,경상북도 경산시 조영동,506,166,70,88,2022,56,171,6,12
