매물번호,보증금,월세,층,위도,경도,주소,지하철역_거리(m),세탁소_거리(m),카페_거리(m),약국_거리(m),대형마트_거리(m),편의점_거리(m),버스정류장_거리(m)
47711839,200,30,2,35.8396585497473,128.756435134109,경상북도 경산시 조영동,495,173,54,74,2027,54,166
47711348,200,28,2,35.8400713261704,128.759110051194,경상북도 경산시 압량읍 부적리,704,397,78,75,2268,71,16
47711271,200,32,2,35.8399098694701,128.754437223397,경상북도 경산시 조영동,428,62,20,196,1872,114,139
47709109,200,30,3,35.8394776528494,128.753581859678,경상북도 경산시 조영동,362,31,0,193,1782,48,179
47708946,150,30,3,35.8408589934826,128.753735669256,경상북도 경산시 조영동,516,153,105,317,1861,133,26
47707969,200,33,4,35.8382044997829,128.754782238973,경상북도 경산시 조영동,276,130,20,24,1831,118,154
47707837,200,35,2,35.8402135342987,128.75631921638,경상북도 경산시 조영동,538,185,53,95,2040,79,161
47707530,200,37,3,35.8409388484148,128.755745886485,경상북도 경산시 조영동,580,94,43,185,2027,12,162
47707343,200,38,3,35.8392882215578,128.756432833482,경상북도 경산시 조영동,465,170,14,92,2012,14,188
47707306,300,42,2,35.8392882215578,128.756432833482,경상북도 경산시 조영동,465,170,14,92,2012,14,188
47706535,100,24,1,35.8396757827131,128.751891320114,경상북도 경산시 조영동,388,166,146,328,1653,33,235
47706325,100,27,3,35.83850842774,128.754524549134,경상북도 경산시 조영동,290,94,61,57,1821,114,180
47706321,200,30,3,35.8405656533684,128.756210997979,경상북도 경산시 조영동,565,152,41,126,2047,47,173
47706310,200,28,3,35.840091324207,128.759578183537,경상북도 경산시 압량읍 부적리,740,435,42,116,2309,83,58
47706308,100,27,1,35.8393620622802,128.752425370001,경상북도 경산시 조영동,345,111,89,268,1681,28,229
47706191,200,24,3,35.837721345709,128.757911649358,경상북도 경산시 조영동,483,353,124,178,2087,191,275
47706057,200,24,2,35.8398192414954,128.755083308001,경상북도 경산시 조영동,442,70,46,178,1921,54,177
47705829,150,26,4,35.8391053339633,128.754777404951,경상북도 경산시 조영동,359,35,85,102,1865,107,233
47705819,200,36,1,35.8386598910617,128.753933155839,경상북도 경산시 조영동,282,66,44,112,1776,62,185
47705733,200,32,3,35.8409388484148,128.755745886485,경상북도 경산시 조영동,580,94,43,185,2027,12,162
47705731,100,27,3,35.8394972694718,128.756193307234,경상북도 경산시 조영동,468,149,38,100,2000,38,194
47705330,100,22,2,35.8413709870081,128.751668195445,경상북도 경산시 임당동,576,299,195,465,1729,68,200
47704981,200,30,1,35.8386598910617,128.753933155839,경상북도 경산시 조영동,282,66,44,112,1776,62,185
47704739,200,33,3,35.8392882215578,128.756432833482,경상북도 경산시 조영동,465,170,14,92,2012,14,188
47704281,200,27,2,35.8401097306674,128.756300327019,경상북도 경산시 조영동,527,178,57,91,2034,70,164
47704088,100,22,3,35.8375630338451,128.759301887421,경상북도 경산시 조영동,598,472,57,231,2204,118,278
47702892,200,35,2,35.8398192414954,128.755083308001,경상북도 경산시 조영동,442,70,46,178,1921,54,177
47702182,100,25,2,35.841308593750014,128.75582885742233,경상북도 경산시 조영동,620,71,85,210,2052,49,169
47701405,200,33,2,35.8408652469186,128.756533569361,경상북도 경산시 조영동,608,151,77,134,2088,63,155
47699946,100,27,2,35.8389804903932,128.751216554929,경상북도 경산시 대동,335,220,111,306,1565,98,321
47699868,200,25,4,35.8405656533684,128.756210997979,경상북도 경산시 조영동,565,152,41,126,2047,47,173
47699836,200,37,3,35.8386709827854,128.757465920057,경상북도 경산시 조영동,493,273,99,84,2078,116,190
47698447,100,23,3,35.8425321797142,128.753533346217,경상북도 경산시 조영동,698,176,250,451,1940,77,159
47697655,200,30,3,35.8389685278027,128.758550172723,경상북도 경산시 조영동,594,363,116,67,2181,74,125
47696486,200,31,3,35.8394776528494,128.753581859678,경상북도 경산시 조영동,362,31,0,193,1782,48,179
47696318,200,29,2,35.8383699588863,128.757900399051,경상북도 경산시 조영동,511,321,123,106,2105,163,209
47696113,100,25,2,35.8387264464304,128.754441812874,경상북도 경산시 조영동,308,71,67,79,1822,96,201
47696037,100,23,3,35.8404514769857,128.753410400474,경상북도 경산시 조영동,467,140,99,289,1814,120,80
47695896,100,17,3,35.8399191547025,128.75240564293,경상북도 경산시 조영동,407,137,117,304,1707,57,183
47695315,200,30,2,35.8380546183089,128.752783830773,경상북도 경산시 대동,198,149,63,133,1656,54,149
47694730,6000,15,3,35.8389481016936,128.75469625201146,경상북도 경산시 조영동,340,47,74,87,1852,113,231
47694697,200,30,4,35.8407644449356,128.756654522964,경상북도 경산시 조영동,605,167,62,119,2093,75,140
47694651,150,29,2,35.8388113370615,128.754342753278,경상북도 경산시 조영동,312,64,54,92,1817,85,207
47693871,50,15,2,35.8395515831383,128.753245835575,경상북도 경산시 조영동,366,52,31,220,1757,58,177
47693808,200,40,2,35.8386841149951,128.758797655206,경상북도 경산시 조영동,599,390,78,105,2193,89,152
47690687,100,30,2,35.8409622597752,128.752445193237,경상북도 경산시 임당동,522,223,194,385,1765,19,128
47690236,70,19,2,35.8434670490915,128.752937582653,경상북도 경산시 조영동,800,285,284,562,1956,171,275
47690125,100,22,2,35.840096880667,128.751044328208,경상북도 경산시 임당동,455,254,233,408,1608,121,276
47689982,200,32,2,35.8396628321723,128.752390043449,경상북도 경산시 조영동,379,124,109,289,1693,32,205
47689866,200,42,3,35.8386709827854,128.757465920057,경상북도 경산시 조영동,493,273,99,84,2078,116,190
47689562,200,30,3,35.8415726717686,128.757627336635,경상북도 경산시 압량읍 부적리,729,224,117,164,2210,31,122
47688985,200,33,4,35.8372434676934,128.752385623606,경상북도 경산시 대동,116,246,32,96,1593,105,130
47687718,200,30,2,35.8373442163176,128.751458465619,경상북도 경산시 대동,173,285,38,177,1517,105,215
47687333,100,22,1,35.8385434885277,128.754412993608,경상북도 경산시 조영동,288,91,70,68,1812,104,180
47687050,200,32,4,35.8387302961033,128.755171531912,경상북도 경산시 조영동,343,89,34,58,1884,117,222
47685804,100,20,3,35.8381154476728,128.754728152999,경상북도 경산시 조영동,265,139,21,31,1824,107,143
47685801,200,32,2,35.8409524353182,128.756665752015,경상북도 경산시 조영동,623,157,82,138,2102,75,148
47685797,200,30,4,35.8369375397417,128.752292685289,경상북도 경산시 대동,89,280,51,93,1575,108,136
47685795,150,27,4,35.8408197089072,128.755382805088,경상북도 경산시 조영동,554,92,45,202,1992,41,133
47685790,200,38,1,35.8390467236721,128.753224541774,경상북도 경산시 조영동,310,41,21,188,1733,21,232
47685433,200,38,2,35.8390467236721,128.753224541774,경상북도 경산시 조영동,310,41,21,188,1733,21,232
47685420,200,27,1,35.840129470245,128.752455534077,경상북도 경산시 조영동,430,148,125,316,1721,80,164
47685412,150,32,2,35.8410454705292,128.755633581429,경상북도 경산시 조영동,586,78,56,200,2023,27,151
47685397,200,30,2,35.8385084277393,128.754524549135,경상북도 경산시 조영동,290,94,61,57,1821,114,180
47685383,200,31,2,35.8392551954616,128.753653877076,경상북도 경산시 조영동,339,6,11,171,1778,28,202
47684314,150,30,2,35.8382278221322,128.757877784884,경상북도 경산시 조영동,502,325,122,122,2099,174,224
47684292,100,22,2,35.8398574463641,128.75104470873,경상북도 경산시 대동,430,245,208,387,1595,108,287
47683422,200,31,3,35.8394776528494,128.753581859678,경상북도 경산시 조영동,362,31,0,193,1782,48,179
47683082,200,30,2,35.8408817488998,128.753960832477,경상북도 경산시 조영동,522,135,97,312,1880,135,23
47682531,100,30,2,35.8384558973505,128.75450568527,경상북도 경산시 조영동,284,100,58,56,1817,116,174
47682520,100,30,2,35.83850842774,128.754524549134,경상북도 경산시 조영동,290,94,61,57,1821,114,180
47682497,100,30,2,35.8378143531169,128.751506539883,경상북도 경산시 대동,210,247,37,197,1538,62,226
47682411,100,25,1,35.8393915726955,128.753676025275,경상북도 경산시 조영동,354,21,13,180,1786,42,187
47682248,200,30,2,35.8405656533677,128.75621099798,경상북도 경산시 조영동,565,152,41,126,2047,47,173
47681435,150,30,1,35.8388113370615,128.754342753278,경상북도 경산시 조영동,312,64,54,92,1817,85,207
47681399,200,40,1,35.8395802688636,128.752860895366,경상북도 경산시 조영동,367,82,66,249,1727,67,188
47680947,200,40,1,35.8373416662741,128.751157397615,경상북도 경산시 대동,194,305,12,203,1491,113,241
47680315,200,35,2,35.8385715940321,128.758235413381,경상북도 경산시 조영동,548,343,105,88,2140,126,176
47678964,200,30,2,35.8380704794718,128.756572093403,경상북도 경산시 조영동,390,232,36,138,1981,125,250
47678264,300,50,2,35.840142938647,128.753928516271,경상북도 경산시 조영동,441,104,44,237,1841,128,103
47677441,200,30,3,35.8382375042062,128.75924175123,경상북도 경산시 조영동,615,441,18,168,2217,59,203
47677388,200,30,2,35.8382375042062,128.75924175123,경상북도 경산시 조영동,615,441,18,168,2217,59,203
47677268,200,30,2,35.8392954893512,128.758806395796,경상북도 경산시 압량읍 부적리,633,383,141,78,2214,34,84
47677141,300,45,4,35.8392954893512,128.758806395796,경상북도 경산시 압량읍 부적리,633,383,141,78,2214,34,84
47677018,100,20,2,35.8413709870081,128.751668195445,경상북도 경산시 임당동,576,299,195,465,1729,68,200
47676805,200,30,3,35.8388317018315,128.75313902133,경상북도 경산시 조영동,285,61,19,185,1717,38,212
47676591,200,40,2,35.8393226755748,128.753160894204,경상북도 경산시 조영동,340,45,39,210,1740,39,204
47676426,500,45,2,35.8372289660536,128.751736359274,경상북도 경산시 대동,146,279,49,149,1537,107,188
47676415,150,27,2,35.8401549629342,128.754067782585,경상북도 경산시 조영동,445,99,32,233,1853,133,103
47676237,100,22,2,35.8395490262595,128.752624371781,경상북도 경산시 조영동,364,99,86,264,1706,45,202
47676031,200,27,1,35.8391617112148,128.752736367882,경상북도 경산시 조영동,321,81,55,233,1698,63,235
47674452,200,37,3,35.8386709827854,128.757465920057,경상북도 경산시 조영동,493,273,99,84,2078,116,190
47674357,100,29,2,35.838989834665,128.752936215772,경상북도 경산시 조영동,302,68,32,209,1707,47,235
47674323,80,22,2,35.8407889143547,128.752819873854,경상북도 경산시 임당동,502,191,161,350,1785,56,99
47670229,100,17,3,35.8399191547018,128.75240564293,경상북도 경산시 조영동,407,137,117,304,1707,57,183
47669823,200,30,3,35.8396585497466,128.756435134109,경상북도 경산시 조영동,495,173,54,74,2027,54,166
47669787,100,20,1,35.8378143531176,128.751506539883,경상북도 경산시 대동,210,247,37,197,1538,62,226
47669709,200,30,4,35.8391661800249,128.754954929831,경상북도 경산시 조영동,373,42,86,106,1883,91,233
47669315,200,35,2,35.8393226755741,128.753160894204,경상북도 경산시 조영동,340,45,39,210,1740,39,204
47669311,200,31,3,35.8391617112148,128.752736367882,경상북도 경산시 조영동,321,81,55,233,1698,63,235
47669064,200,32,2,35.8373442163169,128.75145846562,경상북도 경산시 대동,173,285,38,177,1517,105,215
47668584,200,36,2,35.8369375397417,128.752292685289,경상북도 경산시 대동,89,280,51,93,1575,108,136
47667509,100,22,1,35.8419969790893,128.751947577142,경상북도 경산시 임당동,641,291,183,505,1788,75,192
47667419,70,18,2,35.8365245478869,128.751798777478,경상북도 경산시 대동,99,341,37,141,1520,159,188
47667313,300,38,3,35.8394648949222,128.753344636342,경상북도 경산시 조영동,357,39,21,207,1761,46,184
47667142,150,30,3,35.8402130227582,128.754078246785,경상북도 경산시 조영동,451,104,33,239,1856,140,97
47666860,200,40,3,35.8434105769391,128.754836732304,경상북도 경산시 조영동,813,200,164,456,2092,200,264
47666767,200,30,3,35.8402527935126,128.755895883513,경상북도 경산시 조영동,520,157,35,131,2007,61,199
47666700,150,29,2,35.837971403456,128.758915493752,경상북도 경산시 조영동,578,422,30,174,2181,101,231
47666518,200,34,2,35.838264238299,128.750483351361,경상북도 경산시 대동,308,303,116,302,1472,18,330
47665569,100,20,2,35.842516156933,128.754451803174,경상북도 경산시 조영동,709,117,167,393,2009,117,159
47665355,200,27,3,35.8388317018315,128.75313902133,경상북도 경산시 조영동,285,61,19,185,1717,38,212
47664337,200,30,2,35.8401097306666,128.756300327019,경상북도 경산시 조영동,527,178,57,91,2034,70,164
47664310,4000,0,3,35.841113024443,128.75324147074,경상북도 경산시 임당동,539,180,155,361,1836,92,56
47664127,200,32,2,35.8366179531035,128.751684190437,경상북도 경산시 대동,112,337,23,149,1513,166,195
47663979,200,42,4,35.8386841149951,128.758797655206,경상북도 경산시 조영동,599,390,78,105,2193,89,152
47663963,150,33,3,35.8410454705284,128.755633581429,경상북도 경산시 조영동,586,78,56,200,2023,27,151
47663896,100,24,3,35.8396372080342,128.753145793831,경상북도 경산시 조영동,375,65,43,233,1753,70,172
47663469,200,33,4,35.8386866609938,128.757749354472,경상북도 경산시 조영동,516,298,124,73,2102,138,182
47663218,200,25,4,35.8410480446987,128.75739895464,경상북도 경산시 압량읍 부적리,670,214,92,124,2167,33,104
47662984,100,30,2,35.8410914635926,128.752310471508,경상북도 경산시 임당동,538,242,213,404,1762,15,140
47656038,100,25,3,35.8390693619185,128.755179556455,경상북도 경산시 조영동,374,65,72,96,1898,86,252
47655983,100,23,3,35.840679437334,128.756841563018,경상북도 경산시 조영동,607,186,49,104,2104,66,121
47655920,100,23,1,35.8398574463641,128.75104470873,경상북도 경산시 대동,430,245,208,387,1595,108,287
47654597,200,30,3,35.8373442163176,128.751458465619,경상북도 경산시 대동,173,285,38,177,1517,105,215
47654554,100,23,2,35.8428325198086,128.753811441547,경상북도 경산시 조영동,734,180,227,457,1980,119,188
47654526,200,36,1,35.8395802688636,128.752860895366,경상북도 경산시 조영동,367,82,66,249,1727,67,188
47654487,100,30,2,35.8396757827131,128.751891320114,경상북도 경산시 조영동,388,166,146,328,1653,33,235
47654391,100,22,1,35.8393915726955,128.753676025275,경상북도 경산시 조영동,354,21,13,180,1786,42,187
47653151,100,20,2,35.8418802910115,128.750599454567,경상북도 경산시 임당동,655,397,87,572,1681,62,100
47652660,150,25,3,35.84105300903321,128.75256347656295,경상북도 경산시 임당동,532,227,198,387,1780,31,117
47652651,200,26,2,35.8391053565248,128.751156772356,경상북도 경산시 대동,350,224,126,319,1566,97,327
47652509,150,30,1,35.8409198102764,128.753495524023,경상북도 경산시 조영동,519,168,124,332,1845,114,37
47651129,200,27,2,35.8396585497473,128.756435134109,경상북도 경산시 조영동,495,173,54,74,2027,54,166
47650557,200,36,2,35.8373416662741,128.751157397615,경상북도 경산시 대동,194,305,12,203,1491,113,241
47649938,200,33,2,35.8372434676927,128.752385623607,경상북도 경산시 대동,116,246,32,96,1593,105,130
47649148,100,32,2,35.8393620622795,128.752425370001,경상북도 경산시 조영동,345,111,89,268,1681,28,229
47649077,100,23,1,35.8396364764127,128.755997171813,경상북도 경산시 조영동,469,134,59,113,1989,31,203
47648831,200,32,3,35.8392882215571,128.756432833482,경상북도 경산시 조영동,465,170,14,92,2012,14,188
47648795,150,27,4,35.8398180114622,128.756641064943,경상북도 경산시 조영동,521,195,53,54,2051,75,142
47648160,100,27,3,35.8378143531176,128.751506539883,경상북도 경산시 대동,210,247,37,197,1538,62,226
47647350,200,34,3,35.8409388484148,128.755745886485,경상북도 경산시 조영동,580,94,43,185,2027,12,162
47645093,150,30,2,35.8393256084919,128.75253988499364,경상북도 경산시 조영동,340,100,80,257,1689,39,227
47645078,200,40,1,35.8395787535851,128.752859755329,경상북도 경산시 조영동,367,82,66,249,1727,67,188
47644966,100,23,4,35.840786196475506,128.75717593033517,경상북도 경산시 압량읍 부적리,635,206,65,110,2137,35,99
47644943,100,27,3,35.839391954056,128.75367459498466,경상북도 경산시 조영동,354,21,13,180,1785,42,187
47644927,100,25,3,35.839244850212005,128.75263992343514,경상북도 경산시 조영동,331,90,68,245,1694,51,231
47644892,100,25,3,35.840786196475506,128.75717593033517,경상북도 경산시 압량읍 부적리,635,206,65,110,2137,35,99
47644844,100,23,1,35.8413136850578,128.751401765899,경상북도 경산시 임당동,575,309,182,476,1705,85,194
47644640,200,35,2,35.8405597781913,128.755774494495,경상북도 경산시 조영동,544,132,2,157,2011,34,176
47644346,200,29,1,35.8395802688636,128.752860895366,경상북도 경산시 조영동,367,82,66,249,1727,67,188
47644329,200,31,1,35.8391617112148,128.752736367882,경상북도 경산시 조영동,321,81,55,233,1698,63,235
47644135,500,45,4,35.8395670517369,128.756542236264,경상북도 경산시 조영동,494,181,46,68,2032,46,162
47643957,200,40,2,35.8393226755748,128.753160894204,경상북도 경산시 조영동,340,45,39,210,1740,39,204
47643908,100,25,3,35.8408197089072,128.755382805088,경상북도 경산시 조영동,554,92,45,202,1992,41,133
47643788,200,40,2,35.8393226755748,128.753160894204,경상북도 경산시 조영동,340,45,39,210,1740,39,204
47643669,100,24,3,35.8396372080349,128.75314579383,경상북도 경산시 조영동,375,65,43,233,1753,70,172
47643488,200,25,1,35.840091324207,128.759578183537,경상북도 경산시 압량읍 부적리,740,435,42,116,2309,83,58
47643405,200,30,2,35.8408042922797,128.756110901091,경상북도 경산시 조영동,583,127,42,151,2050,26,188
47643352,200,26,1,35.8399592628338,128.753424133811,경상북도 경산시 조영동,413,86,56,243,1791,100,129
47643348,70,21,2,35.8413709870074,128.751668195445,경상북도 경산시 임당동,576,299,195,465,1729,68,200
47643316,200,25,2,35.8415050540336,128.758356278472,경상북도 경산시 압량읍 부적리,764,290,92,145,2267,36,60
47643296,200,35,3,35.8384686912828,128.757748528632,경상북도 경산시 조영동,504,305,119,97,2095,149,206
47643182,100,25,1,35.8395490262588,128.752624371781,경상북도 경산시 조영동,364,99,86,264,1706,45,202
47643161,200,30,3,35.8400713261697,128.759110051194,경상북도 경산시 압량읍 부적리,704,397,78,75,2268,71,16
47643149,200,30,1,35.8398712495728,128.75211906128,경상북도 경산시 조영동,405,156,139,322,1681,46,206
47643100,150,28,3,35.8395699583325,128.756281785167,경상북도 경산시 조영동,479,158,43,90,2010,43,183
47642969,200,31,2,35.8388317018315,128.75313902133,경상북도 경산시 조영동,285,61,19,185,1717,38,212
47641273,200,26,2,35.8400713261704,128.759110051194,경상북도 경산시 압량읍 부적리,704,397,78,75,2268,71,16
47641168,150,25,2,35.8383699588863,128.757900399051,경상북도 경산시 조영동,511,321,123,106,2105,163,209
47641032,200,26,2,35.8422696486298,128.758855470916,경상북도 경산시 압량읍 부적리,858,343,151,235,2344,104,119
47640747,300,41,3,35.8392882215571,128.756432833482,경상북도 경산시 조영동,465,170,14,92,2012,14,188
47640705,200,29,2,35.8385060812861,128.759368089223,경상북도 경산시 조영동,637,444,50,157,2236,37,176
47640527,300,36,2,35.8401419079707,128.759453026634,경상북도 경산시 압량읍 부적리,734,422,47,104,2300,84,47
47640518,200,31,3,35.8409824681273,128.755831843447,경상북도 경산시 조영동,588,95,49,182,2036,13,169
47640401,200,27,3,35.8381181814187,128.752892687269,경상북도 경산시 대동,205,138,60,132,1667,48,149
47640310,300,31,2,35.8426857229954,128.759444477589,경상북도 경산시 압량읍 부적리,928,406,161,249,2412,94,59
47640071,150,26,2,35.8407644449349,128.756654522964,경상북도 경산시 조영동,605,167,62,119,2093,75,140
47639999,200,21,1,35.84213558141,128.75142160989,경상북도 경산시 임당동,664,340,133,545,1758,25,143
47639819,100,21,3,35.8431061792383,128.751539240503,경상북도 경산시 임당동,769,364,152,629,1831,106,147
47639806,300,31,2,35.8428434782253,128.759058944733,경상북도 경산시 압량읍 부적리,920,378,179,287,2389,69,95
47639769,200,26,3,35.8401419079707,128.759453026634,경상북도 경산시 압량읍 부적리,734,422,47,104,2300,84,47
47639749,200,29,3,35.8415726717679,128.757627336635,경상북도 경산시 압량읍 부적리,729,224,117,164,2210,31,122
47634495,200,32,2,35.8396628321723,128.752390043449,경상북도 경산시 조영동,379,124,109,289,1693,32,205
47634475,200,43,3,35.8389684806623,128.75269515277,경상북도 경산시 조영동,300,89,40,223,1686,48,240
47633723,200,31,2,35.8394956093357,128.759238550287,경상북도 경산시 압량읍 부적리,678,423,114,116,2258,11,67
47629472,200,40,2,35.8373416662741,128.751157397615,경상북도 경산시 대동,194,305,12,203,1491,113,241
47627940,100,22,3,35.8385750023731,128.754032105073,경상북도 경산시 조영동,277,78,56,100,1781,75,176
47627105,200,29,3,35.83932495117189,128.75253295898483,경상북도 경산시 조영동,340,101,80,258,1688,39,228
47625755,200,30,2,35.8379714034552,128.758915493752,경상북도 경산시 조영동,578,422,30,174,2181,101,231
47625606,300,50,4,35.8390348761498,128.757415294553,경상북도 경산시 조영동,513,260,98,57,2086,98,154
47624485,200,27,3,35.8388970552783,128.751475565832,경상북도 경산시 대동,317,198,94,282,1582,86,297
47624304,200,38,2,35.8387092461318,128.750561523475,경상북도 경산시 대동,341,283,128,325,1498,66,348
47624076,200,38,3,35.8389684806623,128.75269515277,경상북도 경산시 조영동,300,89,40,223,1686,48,240
47623307,200,33,4,35.8386866609946,128.757749354472,경상북도 경산시 조영동,516,298,124,73,2102,138,182
47623034,200,38,3,35.8395600746935,128.753491376099,경상북도 경산시 조영동,370,42,12,205,1778,55,171
47621782,300,55,4,35.83806215852456,128.7516798706624,경상북도 경산시 대동,225,218,7,202,1563,35,225
47618088,200,31,2,35.8410475632123,128.755613706736,경상북도 경산시 조영동,586,77,57,202,2022,29,149
47617934,150,29,1,35.8400571031729,128.752937790713,경상북도 경산시 조영동,420,114,87,279,1757,98,140
47617908,200,30,2,35.8384452926271,128.751378647701,경상북도 경산시 대동,275,221,53,251,1554,68,271
47617095,200,32,3,35.839801993885,128.754394784948,경상북도 경산시 조영동,416,51,32,186,1863,116,149
