id,lat,lng
47711839,35.8396585497473,128.756435134109
47711348,35.8400713261704,128.759110051194
47711271,35.8399098694701,128.754437223397
47709109,35.8394776528494,128.753581859678
47708946,35.8408589934826,128.753735669256
47707969,35.8382044997829,128.754782238973
47707837,35.8402135342987,128.75631921638
47707530,35.8409388484148,128.755745886485
47707343,35.8392882215578,128.756432833482
47707306,35.8392882215578,128.756432833482
47706535,35.8396757827131,128.751891320114
47706325,35.83850842774,128.754524549134
47706321,35.8405656533684,128.756210997979
47706310,35.840091324207,128.759578183537
47706308,35.8393620622802,128.752425370001
47706191,35.837721345709,128.757911649358
47706057,35.8398192414954,128.755083308001
47706054,35.8336586504378,128.736781120887
47705931,35.8174412187687,128.75808667108
47705829,35.8391053339633,128.754777404951
47705819,35.8386598910617,128.753933155839
47705733,35.8409388484148,128.755745886485
47705731,35.8394972694718,128.756193307234
47705661,35.8428497159164,128.748700239429
47705330,35.8413709870081,128.751668195445
47705253,35.8428497159164,128.748700239429
47704981,35.8386598910617,128.753933155839
47704739,35.8392882215578,128.756432833482
47704281,35.8401097306674,128.756300327019
47704088,35.8375630338451,128.759301887421
47703651,35.822554705017,128.75613613992
47703562,35.8225547050177,128.75613613992
47703453,35.8220226163625,128.757742927794
47703412,35.8220226163625,128.757742927794
47703256,35.8202504558958,128.756516987891
47703246,35.8202504558958,128.756516987891
47703224,35.8202504558958,128.756516987891
47702892,35.8398192414954,128.755083308001
47702888,35.82024300647532,128.7565149428241
47702182,35.841308593750014,128.75582885742233
47701405,35.8408652469186,128.756533569361
47701161,35.8210255430571,128.755571581503
47701156,35.8210255430571,128.755571581503
47700863,35.8220226163625,128.757742927794
47700847,35.8220226163625,128.757742927794
47700829,35.8220226163625,128.757742927794
47700816,35.8220226163625,128.757742927794
47700446,35.8200187284765,128.756359970055
47700444,35.8200187284765,128.756359970055
47700442,35.8200187284765,128.756359970055
47699946,35.8389804903932,128.751216554929
47699868,35.8405656533684,128.756210997979
47699836,35.8386709827854,128.757465920057
47699794,35.8215002216798,128.75540124409
47699791,35.8215002216798,128.75540124409
47699784,35.8215002216798,128.75540124409
47699774,35.8215002216798,128.75540124409
47699765,35.8215002216798,128.75540124409
47699758,35.8215002216798,128.75540124409
47699753,35.8215002216798,128.75540124409
47699748,35.8215002216798,128.75540124409
47699734,35.8215678379678,128.755244844025
47699727,35.8215678379678,128.755244844025
47699719,35.8215678379678,128.755244844025
47699716,35.8215678379678,128.755244844025
47698447,35.8425321797142,128.753533346217
47697660,35.8250387132259,128.728771113711
47697655,35.8389685278027,128.758550172723
47696486,35.8394776528494,128.753581859678
47696318,35.8383699588863,128.757900399051
47696113,35.8387264464304,128.754441812874
47696037,35.8404514769857,128.753410400474
47695896,35.8399191547025,128.75240564293
47695315,35.8380546183089,128.752783830773
47695143,35.8220226163625,128.757742927794
47695036,35.82112807638053,128.7556404472357
47694730,35.8389481016936,128.75469625201146
47694697,35.8407644449356,128.756654522964
47694651,35.8388113370615,128.754342753278
47693871,35.8395515831383,128.753245835575
47693808,35.8386841149951,128.758797655206
47692571,35.8324896973947,128.745983763936
47692559,35.8309654695208,128.748281028699
47692533,35.8229785279371,128.717669168947
47692089,35.8157310300643,128.738316109172
47691491,35.8200187284765,128.756359970055
47691479,35.8215002216791,128.75540124409
47691443,35.8236163187539,128.75383494861
47691353,35.8215678379671,128.755244844025
47691307,35.8215002216791,128.75540124409
47690687,35.8409622597752,128.752445193237
47690236,35.8434670490915,128.752937582653
47690125,35.840096880667,128.751044328208
47689982,35.8396628321723,128.752390043449
47689866,35.8386709827854,128.757465920057
47689562,35.8415726717686,128.757627336635
47688985,35.8372434676934,128.752385623606
47687718,35.8373442163176,128.751458465619
47687673,35.8272652799756,128.734638519651
47687629,35.8233248697358,128.754404561486
47687565,35.8233248697358,128.754404561486
47687532,35.8233248697358,128.754404561486
47687333,35.8385434885277,128.754412993608
47687050,35.8387302961033,128.755171531912
47685804,35.8381154476728,128.754728152999
47685801,35.8409524353182,128.756665752015
47685797,35.8369375397417,128.752292685289
47685795,35.8408197089072,128.755382805088
47685792,35.843841766551,128.757555006382
47685790,35.8390467236721,128.753224541774
47685433,35.8390467236721,128.753224541774
47685420,35.840129470245,128.752455534077
47685412,35.8410454705292,128.755633581429
47685397,35.8385084277393,128.754524549135
47685383,35.8392551954616,128.753653877076
47685208,35.84272008316057,128.74864803270103
47685063,35.824379456883,128.723645511913
47684314,35.8382278221322,128.757877784884
47684292,35.8398574463641,128.75104470873
47683422,35.8394776528494,128.753581859678
47683082,35.8408817488998,128.753960832477
47682531,35.8384558973505,128.75450568527
47682520,35.83850842774,128.754524549134
47682497,35.8378143531169,128.751506539883
47682411,35.8393915726955,128.753676025275
47682248,35.8405656533677,128.75621099798
47681435,35.8388113370615,128.754342753278
47681399,35.8395802688636,128.752860895366
47681211,35.8233251312041,128.754417512895
47681174,35.8233251312041,128.754417512895
47681091,35.8233251312041,128.754417512895
47680999,35.8233251312041,128.754417512895
47680947,35.8373416662741,128.751157397615
47680827,35.8233251312041,128.754417512895
47680355,35.8178090422731,128.750668475567
47680315,35.8385715940321,128.758235413381
47679977,35.8233248697358,128.754404561486
47679964,35.8215002216798,128.75540124409
47679952,35.8215002216798,128.75540124409
47679908,35.8225734928294,128.757372021792
47679661,35.8233251312041,128.754417512895
47679528,35.8233251312041,128.754417512895
47678964,35.8380704794718,128.756572093403
47678264,35.840142938647,128.753928516271
47677441,35.8382375042062,128.75924175123
47677388,35.8382375042062,128.75924175123
47677268,35.8392954893512,128.758806395796
47677141,35.8392954893512,128.758806395796
47677018,35.8413709870081,128.751668195445
47676805,35.8388317018315,128.75313902133
47676591,35.8393226755748,128.753160894204
47676426,35.8372289660536,128.751736359274
47676415,35.8401549629342,128.754067782585
47676237,35.8395490262595,128.752624371781
47676031,35.8391617112148,128.752736367882
47675710,35.8228932408803,128.73926641188
47675549,35.8244921905042,128.738557415408
47674481,35.83116801224,128.74772565588
47674452,35.8386709827854,128.757465920057
47674357,35.838989834665,128.752936215772
47674323,35.8407889143547,128.752819873854
47673980,35.8233251312041,128.754417512895
47673153,35.8233251312041,128.754417512895
47671031,35.8210255430579,128.755571581503
47670949,35.8219436219796,128.755694149075
47670910,35.8219436219796,128.755694149075
47670799,35.8226135706966,128.756011300961
47670773,35.8226135706966,128.756011300961
47670229,35.8399191547018,128.75240564293
47670116,35.823190757478,128.754708653194
47670115,35.823190757478,128.754708653194
47670114,35.823190757478,128.754708653194
47670113,35.823190757478,128.754708653194
47670112,35.823190757478,128.754708653194
47670111,35.823190757478,128.754708653194
47670110,35.8218739108939,128.756259003056
47670109,35.8218739108939,128.756259003056
47670108,35.8218739108939,128.756259003056
47670107,35.8226135706966,128.756011300961
47670105,35.8219436219796,128.755694149075
47670097,35.8219436219796,128.755694149075
47670095,35.8220032884981,128.756741498756
47670094,35.8220032884981,128.756741498756
47670093,35.8220032884981,128.756741498756
47670092,35.8220032884981,128.756741498756
47669823,35.8396585497466,128.756435134109
47669787,35.8378143531176,128.751506539883
47669709,35.8391661800249,128.754954929831
47669620,35.8280677151368,128.737490156119
47669597,35.8254861053787,128.735411411036
47669592,35.8242038431006,128.73590121272
47669581,35.8170973997749,128.739655859676
47669580,35.817441218768,128.75808667108
47669572,35.8270826116024,128.735519097105
47669564,35.8188561082925,128.754736816928
47669562,35.8188071758624,128.754860320795
47669544,35.820336121121,128.724371412286
47669509,35.817238223191,128.75804778584
47669508,35.8215227344658,128.739271248138
47669490,35.8248582227229,128.738308694449
47669482,35.8325397127697,128.745785119437
47669481,35.8195556661654,128.740689792531
47669475,35.8175707158298,128.75907155466322
47669440,35.8175755764862,128.759078078945
47669428,35.828833901731,128.739822198253
47669425,35.8220901890673,128.7395193049
47669422,35.8170973997743,128.739655859676
47669315,35.8393226755741,128.753160894204
47669311,35.8391617112148,128.752736367882
47669064,35.8373442163169,128.75145846562
47669001,35.8220032884981,128.756741498756
47668990,35.823190757478,128.754708653194
47668843,35.8219436219789,128.755694149075
47668823,35.8214000029165,128.75563039337
47668767,35.8195193217997,128.735096396282
47668584,35.8369375397417,128.752292685289
47668524,35.8233248697358,128.754404561486
47668504,35.8233248697358,128.754404561486
47667509,35.8419969790893,128.751947577142
47667419,35.8365245478869,128.751798777478
47667313,35.8394648949222,128.753344636342
47667142,35.8402130227582,128.754078246785
47666860,35.8434105769391,128.754836732304
47666767,35.8402527935126,128.755895883513
47666700,35.837971403456,128.758915493752
47666518,35.838264238299,128.750483351361
47665569,35.842516156933,128.754451803174
47665355,35.8388317018315,128.75313902133
47664520,35.8220893156447,128.756651117044
47664466,35.8220893156447,128.756651117044
47664371,35.8220893156447,128.756651117044
47664337,35.8401097306666,128.756300327019
47664334,35.8215617430766,128.757277242413
47664310,35.841113024443,128.75324147074
47664288,35.8215617430766,128.757277242413
47664274,35.8215617430766,128.757277242413
47664127,35.8366179531035,128.751684190437
47663979,35.8386841149951,128.758797655206
47663963,35.8410454705284,128.755633581429
47663896,35.8396372080342,128.753145793831
47663492,35.8224821733375,128.756659554237
47663487,35.8224821733375,128.756659554237
47663479,35.8224821733375,128.756659554237
47663469,35.8386866609938,128.757749354472
47663465,35.8224821733375,128.756659554237
47663457,35.8224821733375,128.756659554237
47663441,35.8226135706966,128.756011300961
47663428,35.8226135706966,128.756011300961
47663419,35.8226135706966,128.756011300961
47663344,35.8220893156447,128.756651117044
47663218,35.8410480446987,128.75739895464
47663074,35.820336121121,128.724371412286
47663065,35.8210666237514,128.725786862302
47662984,35.8410914635926,128.752310471508
47661074,35.8363880269208,128.727132741438
47660471,35.8170973997749,128.739655859676
47660449,35.824534521868,128.739611160064
47660434,35.819422215983,128.748206619449
47660410,35.8171935918045,128.748036264625
47660378,35.8237812671939,128.734418514648
47660358,35.8187300557067,128.738878281432
47660331,35.8317455053562,128.74749907972
47660294,35.8313233601565,128.748035806983
47660165,35.8238001762292,128.735031250178
47660142,35.821523602975,128.751489272068
47659878,35.8236163187539,128.75383494861
47659633,35.8226135706966,128.756011300961
47658281,35.8235359248145,128.741263787209
47658247,35.8215617430766,128.757277242413
47656038,35.8390693619185,128.755179556455
47655983,35.840679437334,128.756841563018
47655920,35.8398574463641,128.75104470873
47654597,35.8373442163176,128.751458465619
47654554,35.8428325198086,128.753811441547
47654526,35.8395802688636,128.752860895366
47654487,35.8396757827131,128.751891320114
47654391,35.8393915726955,128.753676025275
47653151,35.8418802910115,128.750599454567
47652660,35.84105300903321,128.75256347656295
47652651,35.8391053565248,128.751156772356
47652509,35.8409198102764,128.753495524023
47652465,35.8220465284207,128.755762138859
47652462,35.8220465284207,128.755762138859
47652460,35.8220465284207,128.755762138859
47652457,35.8220465284207,128.755762138859
47652453,35.8220465284207,128.755762138859
47652450,35.8220465284207,128.755762138859
47652441,35.8226135706966,128.756011300961
47652437,35.8226135706966,128.756011300961
47652433,35.8226135706966,128.756011300961
47652431,35.8226135706966,128.756011300961
47652316,35.8177414331703,128.757676736951
47652311,35.8325397127704,128.745785119436
47652310,35.8272652799756,128.734638519651
47652297,35.8175755764862,128.759078078945
47652289,35.8304801615736,128.747355360295
47652285,35.8185379932487,128.756304773897
47652282,35.8288403300369,128.73959605005
47652260,35.8171348542924,128.75561987948
47652255,35.8188071758631,128.754860320794
47652037,35.8174634874388,128.756736488464
47651892,35.8308998462069,128.747458622594
47651129,35.8396585497473,128.756435134109
47650557,35.8373416662741,128.751157397615
47649938,35.8372434676927,128.752385623607
47649148,35.8393620622795,128.752425370001
47649077,35.8396364764127,128.755997171813
47648831,35.8392882215571,128.756432833482
47648795,35.8398180114622,128.756641064943
47648160,35.8378143531176,128.751506539883
47647350,35.8409388484148,128.755745886485
47646799,35.821482393731,128.757804371287
47646788,35.8214905077206,128.757804107653
47646762,35.8214905077206,128.757804107653
47646745,35.8217877144126,128.757655206755
47645093,35.8393256084919,128.75253988499364
47645078,35.8395787535851,128.752859755329
47644966,35.840786196475506,128.75717593033517
47644943,35.839391954056,128.75367459498466
47644927,35.839244850212005,128.75263992343514
47644892,35.840786196475506,128.75717593033517
47644844,35.8413136850578,128.751401765899
47644640,35.8405597781913,128.755774494495
47644472,35.8224821733368,128.756659554237
47644346,35.8395802688636,128.752860895366
47644329,35.8391617112148,128.752736367882
47644264,35.8214000029165,128.75563039337
47644135,35.8395670517369,128.756542236264
47644005,35.84457294839279,128.75949956275613
47643957,35.8393226755748,128.753160894204
47643908,35.8408197089072,128.755382805088
47643788,35.8393226755748,128.753160894204
47643669,35.8396372080349,128.75314579383
47643488,35.840091324207,128.759578183537
47643405,35.8408042922797,128.756110901091
47643352,35.8399592628338,128.753424133811
47643348,35.8413709870074,128.751668195445
47643316,35.8415050540336,128.758356278472
47643296,35.8384686912828,128.757748528632
47643182,35.8395490262588,128.752624371781
47643161,35.8400713261697,128.759110051194
47643149,35.8398712495728,128.75211906128
47643100,35.8395699583325,128.756281785167
47642969,35.8388317018315,128.75313902133
47642216,35.8364502418556,128.727261798112
47641923,35.8352108505406,128.732792562365
47641273,35.8400713261704,128.759110051194
47641185,35.8247569539099,128.719631909263
47641168,35.8383699588863,128.757900399051
47641133,35.8295790798413,128.739278219337
47641109,35.8275775389541,128.729623886491
47641091,35.8238116173333,128.731851927545
47641032,35.8422696486298,128.758855470916
47640933,35.8367321360268,128.73201126381
47640911,35.821274811659,128.728455905188
47640873,35.8223643417416,128.738035113655
47640761,35.8306894187141,128.747812757588
47640747,35.8392882215571,128.756432833482
47640710,35.8445722692253,128.750552709958
47640705,35.8385060812861,128.759368089223
47640563,35.8247446028542,128.718397682421
47640546,35.8438538796352,128.750893736092
47640527,35.8401419079707,128.759453026634
47640518,35.8409824681273,128.755831843447
47640410,35.8295139834887,128.730393147347
47640401,35.8381181814187,128.752892687269
47640380,35.8171348542917,128.75561987948
47640310,35.8426857229954,128.759444477589
47640300,35.8237291589159,128.734307728962
47640274,35.8173600907947,128.758193196757
47640252,35.8219213198004,128.738466815961
47640161,35.8177068853092,128.756070385532
47640071,35.8407644449349,128.756654522964
47640049,35.8212772994092,128.752214219578
47640019,35.8186467597205,128.756637652176
47639999,35.84213558141,128.75142160989
47639972,35.8435981662031,128.74944458189
47639916,35.8254652250023,128.726890572927
47639899,35.8322003501494,128.746869999492
47639866,35.8188768562211,128.755451014989
47639836,35.8242781967042,128.723323215821
47639819,35.8431061792383,128.751539240503
47639806,35.8428434782253,128.759058944733
47639796,35.8189063550657,128.754609690704
47639769,35.8401419079707,128.759453026634
47639760,35.8368063055244,128.731892029382
47639749,35.8415726717679,128.757627336635
47639704,35.8206759276083,128.725451894456
47639689,35.8220547149775,128.749145423256
47639673,35.827326840798,128.73528662374
47639635,35.8247807421868,128.736612415802
47639612,35.8247945367934,128.727258886386
47639587,35.8225060163253,128.720368599142
47639560,35.8168037814355,128.74741544827
47639461,35.8352108505406,128.732792562365
47639410,35.8244825702601,128.738169714433
47639390,35.8352108505406,128.732792562365
47639375,35.8336796787994,128.743877290366
47639367,35.8336586504378,128.736781120887
47639359,35.8336586504378,128.736781120887
47639352,35.8336796787994,128.743877290366
47639344,35.8336586504378,128.736781120887
47639337,35.8336796787994,128.743877290366
47635662,35.82148213484046,128.7578035910796
47635488,35.8206234682492,128.756779575632
47635477,35.8217132856433,128.758129225336
47635379,35.8207556914602,128.755871344685
47635369,35.8205788336725,128.756251379156
47635358,35.8217132856433,128.758129225336
47635347,35.8205025850349,128.75589464686
47635326,35.8222168731299,128.755673613317
47634495,35.8396628321723,128.752390043449
47634475,35.8389684806623,128.75269515277
47634064,35.8252842932071,128.720752553716
47634057,35.8224341978303,128.719235140234
47634041,35.8255407739022,128.722147638039
47634031,35.8274879182728,128.72967107118
47634021,35.8220075082946,128.718718848552
47633723,35.8394956093357,128.759238550287
47629671,35.8172003935159,128.755291068147
47629472,35.8373416662741,128.751157397615
47629324,35.8229492876268,128.723261177278
47627940,35.8385750023731,128.754032105073
47627105,35.83932495117189,128.75253295898483
47625755,35.8379714034552,128.758915493752
47625606,35.8390348761498,128.757415294553
47625431,35.8225734928301,128.757372021791
47624485,35.8388970552783,128.751475565832
47624304,35.8387092461318,128.750561523475
47624076,35.8389684806623,128.75269515277
47623307,35.8386866609946,128.757749354472
47623034,35.8395600746935,128.753491376099
47621782,35.83806215852456,128.7516798706624
47619525,35.8308998462076,128.747458622594
47618088,35.8410475632123,128.755613706736
47617934,35.8400571031729,128.752937790713
47617908,35.8384452926271,128.751378647701
47617095,35.839801993885,128.754394784948
47615962,35.8407541005595,128.753278945171
47615705,35.8403923468347,128.753078083755
47615431,35.8420046547196,128.750648338535
47615225,35.8409805199581,128.753836842393
47614313,35.8419433633431,128.751638506761
47613198,35.8386281989666,128.754313930231
47613095,35.8392217870554,128.759495008596
47611509,35.8392217870554,128.759495008596
47611100,35.822573341308896,128.75737622299005
47610995,35.8395490262595,128.752624371781
47610353,35.8406172765717,128.753626980724
47609847,35.8395600746942,128.753491376098
47609724,35.8400571031729,128.752937790713
47609649,35.8394034958635,128.756597837356
47609569,35.840076312331,128.756958850487
47609530,35.8391053565248,128.751156772356
47609288,35.8392217870554,128.759495008596
47609171,35.8212326976741,128.755708252686
47608858,35.8393226755741,128.753160894204
47608381,35.8404779001754,128.756894002318
47607381,35.8400763123303,128.756958850488
47607267,35.8382845661093,128.75295190369
47606390,35.8391053565248,128.751156772356
47604085,35.8391661800249,128.754954929831
47603745,35.8401896372745,128.755740881247
47603676,35.8373825488565,128.757509537547
47603524,35.8373825488565,128.757509537547
47603261,35.8393791203819,128.753442571656
47602941,35.8398574463648,128.751044708729
47602897,35.8395670517369,128.756542236264
47601877,35.8193121595953,128.748654515242
47601859,35.8386749013725,128.751291952268
47599934,35.8407982750747,128.75388263138362
47599538,35.8411130244437,128.753241470739
47598786,35.8373416662734,128.751157397616
47598759,35.8306894187148,128.747812757587
47598719,35.8394956093357,128.759238550287
47596117,35.8369234140052,128.752000770827
47595859,35.8373416662734,128.751157397616
47595658,35.8407867376239,128.755141590639
47595607,35.8391006216776,128.753933785512
47594084,35.8392882215571,128.756432833482
47591146,35.823190757478,128.754708653194
47590746,35.8387264464297,128.754441812874
47590744,35.8402548986317,128.754444159126
47590741,35.8381484256469,128.752919691609
47590734,35.8399884143587,128.759418316543
47590689,35.8401896372752,128.755740881247
47590471,35.8374737169349,128.75181633051
47590418,35.838730296104,128.755171531912
47590086,35.823190757478,128.754708653194
47590075,35.823190757478,128.754708653194
47590066,35.823190757478,128.754708653194
47590050,35.823190757478,128.754708653194
47589613,35.8222623889361,128.755895020969
47589530,35.8224821733375,128.756659554237
47589418,35.8382540618809,128.759581754762
47589326,35.8212326976741,128.755708252686
47589284,35.822488586374,128.757977150293
47589272,35.8214000029158,128.75563039337
47589247,35.823190757478,128.754708653194
47588727,35.8387298241828,128.752191231219
47588628,35.8393894880839,128.752824713704
47588591,35.838747772566,128.757877639193
47588519,35.8208633302518,128.755942314591
47588517,35.8208633302518,128.755942314591
47588512,35.8208633302518,128.755942314591
47588510,35.8208633302518,128.755942314591
47588026,35.837971403456,128.758915493752
47587985,35.8382540618816,128.759581754762
47587958,35.8429280801082,128.755610114606
47587920,35.8395670517369,128.756542236264
47587906,35.8382540618816,128.759581754762
47587872,35.8456209049899,128.758290432917
47587817,35.8407644449356,128.756654522964
47587784,35.8400589135429,128.756077977503
47587600,35.8233248697366,128.754404561486
47587594,35.8233248697366,128.754404561486
47587582,35.8233248697366,128.754404561486
47587565,35.8216224888433,128.756031400211
47587559,35.8206234682492,128.756779575632
47587558,35.8225556862374,128.756136825413
47587553,35.822554705017,128.75613613992
47587548,35.8226990668368,128.757023711807
47587543,35.8226990668368,128.757023711807
47587536,35.821190875764,128.755196932426
47587531,35.821190875764,128.755196932426
47587147,35.8222246705001,128.756934253447
47586310,35.8226851105199,128.757263283958
47586307,35.8457696130084,128.759199834914
47586296,35.8226851105199,128.757263283958
47585323,35.828693512125,128.735116764141
47585296,35.8286915963891,128.735118382243
47585263,35.8226851105199,128.757263283958
47585109,35.8211244472645,128.733539391379
47585003,35.832671116626,128.728068245832
47582387,35.8210255430579,128.755571581503
47581874,35.8210255430579,128.755571581503
47580373,35.8385426361364,128.750969103647
47579043,35.8223008036294,128.756836461685
47578818,35.8210255430579,128.755571581503
47578802,35.8379795561608,128.758420107382
47578615,35.8210255430579,128.755571581503
47578255,35.8398698692778,128.752121022971
47578131,35.8210255430579,128.755571581503
47578056,35.8238001762292,128.735031250178
47577814,35.8268475315861,128.738733724436
47577645,35.8425554903905,128.759378184807
47577569,35.8408197089065,128.755382805088
47577434,35.840091324207,128.759578183537
47577427,35.8192984848341,128.738946997578
47577395,35.8389809379283,128.754144629484
47576604,35.8222246705001,128.756934253447
47576517,35.8212772994099,128.752214219578
